name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
plane -1.000000 0.000000 -0.000000 -12.537519
plane 1.000000 0.000000 -0.000000 14.046200
plane 0.000000 0.000000 1.000000 -28.209251
plane 0.000000 0.000000 -1.000000 29.718000
plane 0.000000 -1.000000 -0.000000 -5.562600
plane 0.000000 1.000000 -0.000000 6.527800
plane -0.706000 0.052682 0.706250 -28.886965
plane 0.707096 0.000073 0.707118 -10.675251
plane 0.706163 0.052496 -0.706100 30.788961
plane -0.707200 -0.000099 -0.707014 11.483455
plane -0.706980 0.000000 0.707233 -29.220648
plane -0.999308 0.037198 -0.000000 -12.321954
plane 0.000000 0.037327 0.999303 -27.981985
plane 0.999308 0.037198 -0.000000 14.243386
plane 0.707138 -0.000000 -0.707075 30.539045
plane -0.000000 0.037081 -0.999312 29.903833
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -24.968199
plane 1.000000 0.000000 -0.000000 26.289000
plane 0.000000 0.000000 1.000000 -3.454400
plane 0.000000 0.000000 -1.000000 4.267200
plane 0.000000 -1.000000 -0.000000 -5.130800
plane 0.000000 1.000000 -0.000000 6.096000
plane 0.998618 0.052559 -0.000000 26.522331
plane -0.998618 0.052559 -0.000000 -24.664021
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -25.018999
plane 1.000000 0.000000 -0.000000 26.238199
plane 0.000000 0.000000 1.000000 -3.454400
plane 0.000000 0.000000 -1.000000 4.267200
plane 0.000000 -1.000000 -0.000000 -6.096000
plane 0.000000 1.000000 -0.000000 6.604000
plane -0.707107 0.707107 -0.000000 -13.380583
plane 0.000000 0.481919 0.876216 -0.089024
plane -0.000000 0.447214 -0.894427 6.542914
plane 0.707107 0.707107 0.000000 22.863733
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -27.406599
plane 1.000000 0.000000 -0.000000 28.727400
plane 0.000000 0.000000 1.000000 -3.429000
plane 0.000000 0.000000 -1.000000 4.241800
plane 0.000000 -1.000000 -0.000000 -5.130800
plane 0.000000 1.000000 -0.000000 6.096000
plane 0.998618 0.052559 -0.000000 28.957361
plane -0.998618 0.052559 -0.000000 -27.099049
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -27.457399
plane 1.000000 0.000000 -0.000000 28.676600
plane 0.000000 0.000000 1.000000 -3.429000
plane 0.000000 0.000000 -1.000000 4.241800
plane 0.000000 -1.000000 -0.000000 -6.096000
plane 0.000000 1.000000 -0.000000 6.604000
plane -0.707107 0.707107 -0.000000 -15.104792
plane 0.000000 0.481919 0.876216 -0.066768
plane -0.000000 0.447214 -0.894427 6.520195
plane 0.707107 0.707107 0.000000 24.587942
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -29.844999
plane 1.000000 0.000000 -0.000000 31.165800
plane 0.000000 0.000000 1.000000 -3.454400
plane 0.000000 0.000000 -1.000000 4.267200
plane 0.000000 -1.000000 -0.000000 -5.130800
plane 0.000000 1.000000 -0.000000 6.096000
plane 0.998618 0.052559 -0.000000 31.392391
plane -0.998618 0.052559 -0.000000 -29.534079
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -29.895800
plane 1.000000 0.000000 -0.000000 31.115000
plane 0.000000 0.000000 1.000000 -3.454400
plane 0.000000 0.000000 -1.000000 4.267200
plane 0.000000 -1.000000 -0.000000 -6.096000
plane 0.000000 1.000000 -0.000000 6.604000
plane -0.707107 0.707107 -0.000000 -16.829000
plane 0.000000 0.481919 0.876216 -0.089024
plane -0.000000 0.447214 -0.894427 6.542914
plane 0.707107 0.707107 0.000000 26.312151
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -46.431198
plane 0.000000 0.000000 -1.000000 47.751999
plane 0.000000 -1.000000 -0.000000 -5.981598
plane 0.000000 1.000000 -0.000000 6.946798
plane 0.000000 0.052559 0.998618 -46.052635
plane -0.000000 0.052559 -0.998618 48.000385
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -46.481998
plane 0.000000 0.000000 -1.000000 47.701199
plane 0.000000 -1.000000 -0.000000 -6.946798
plane 0.000000 1.000000 -0.000000 7.454798
plane 0.000000 0.707107 0.707107 -27.955610
plane 0.876216 0.481919 -0.000000 44.298618
plane -0.894427 0.447214 -0.000000 -37.968258
plane 0.000000 0.707107 -0.707107 38.641972
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -48.869598
plane 0.000000 0.000000 -1.000000 50.190399
plane 0.000000 -1.000000 -0.000000 -5.981598
plane 0.000000 1.000000 -0.000000 6.946798
plane 0.000000 0.052559 0.998618 -48.487667
plane -0.000000 0.052559 -0.998618 50.435413
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -48.920399
plane 0.000000 0.000000 -1.000000 50.139599
plane 0.000000 -1.000000 -0.000000 -6.946798
plane 0.000000 1.000000 -0.000000 7.454798
plane 0.000000 0.707107 0.707107 -29.679817
plane 0.876216 0.481919 -0.000000 44.298618
plane -0.894427 0.447214 -0.000000 -37.968258
plane 0.000000 0.707107 -0.707107 40.366180
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -51.333401
plane 0.000000 0.000000 -1.000000 52.654198
plane 0.000000 -1.000000 -0.000000 -5.956198
plane 0.000000 1.000000 -0.000000 6.921398
plane 0.000000 0.052559 0.998618 -50.949398
plane -0.000000 0.052559 -0.998618 52.894470
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -51.384201
plane 0.000000 0.000000 -1.000000 52.603401
plane 0.000000 -1.000000 -0.000000 -6.921398
plane 0.000000 1.000000 -0.000000 7.429399
plane 0.000000 0.707107 0.707107 -31.439949
plane 0.876216 0.481919 -0.000000 44.286377
plane -0.894427 0.447214 -0.000000 -37.979618
plane 0.000000 0.707107 -0.707107 42.090393
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.948601
plane 1.000000 0.000000 -0.000000 46.761398
plane 0.000000 0.000000 1.000000 -53.771801
plane 0.000000 0.000000 -1.000000 55.092598
plane 0.000000 -1.000000 -0.000000 -5.943600
plane 0.000000 1.000000 -0.000000 6.908800
plane 0.000000 0.052559 0.998618 -53.385090
plane -0.000000 0.052559 -0.998618 55.328838
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.948601
plane 1.000000 0.000000 -0.000000 46.761398
plane 0.000000 0.000000 1.000000 -53.822598
plane 0.000000 0.000000 -1.000000 55.041798
plane 0.000000 -1.000000 -0.000000 -6.908800
plane 0.000000 1.000000 -0.000000 7.416800
plane 0.000000 0.707107 0.707107 -33.173069
plane 0.876216 0.481919 -0.000000 44.302563
plane -0.894427 0.447214 -0.000000 -38.007973
plane 0.000000 0.707107 -0.707107 43.805691
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -56.235600
plane 0.000000 0.000000 -1.000000 57.556400
plane 0.000000 -1.000000 -0.000000 -5.969000
plane 0.000000 1.000000 -0.000000 6.934200
plane 0.000000 0.052559 0.998618 -55.844151
plane -0.000000 0.052559 -0.998618 57.790569
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.923199
plane 1.000000 0.000000 -0.000000 46.736000
plane 0.000000 0.000000 1.000000 -56.286400
plane 0.000000 0.000000 -1.000000 57.505600
plane 0.000000 -1.000000 -0.000000 -6.934200
plane 0.000000 1.000000 -0.000000 7.442200
plane 0.000000 0.707107 0.707107 -34.897278
plane 0.876216 0.481919 -0.000000 44.292549
plane -0.894427 0.447214 -0.000000 -37.973892
plane 0.000000 0.707107 -0.707107 45.565823
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -50.190399
plane 1.000000 0.000000 -0.000000 51.511200
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.051800
plane 0.000000 1.000000 -0.000000 9.017000
plane 0.998618 0.052559 -0.000000 51.863197
plane -0.998618 0.052559 -0.000000 -49.697834
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -50.241199
plane 1.000000 0.000000 -0.000000 51.460400
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -9.017000
plane 0.000000 1.000000 -0.000000 9.525000
plane -0.707107 0.707107 -0.000000 -29.149912
plane 0.000000 0.481919 0.876216 -64.558754
plane -0.000000 0.447214 -0.894427 75.095848
plane 0.707107 0.707107 0.000000 42.763981
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -47.751999
plane 1.000000 0.000000 -0.000000 49.072800
plane 0.000000 0.000000 1.000000 -78.612999
plane 0.000000 0.000000 -1.000000 79.425797
plane 0.000000 -1.000000 -0.000000 -8.026400
plane 0.000000 1.000000 -0.000000 8.991600
plane 0.998618 0.052559 -0.000000 49.426830
plane -0.998618 0.052559 -0.000000 -47.264141
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -47.802799
plane 1.000000 0.000000 -0.000000 49.021999
plane 0.000000 0.000000 1.000000 -78.612999
plane 0.000000 0.000000 -1.000000 79.425797
plane 0.000000 -1.000000 -0.000000 -8.991600
plane 0.000000 1.000000 -0.000000 9.499599
plane -0.707107 0.707107 -0.000000 -27.443663
plane 0.000000 0.481919 0.876216 -64.548744
plane -0.000000 0.447214 -0.894427 75.061768
plane 0.707107 0.707107 0.000000 41.021812
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.313599
plane 1.000000 0.000000 -0.000000 46.634399
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.026400
plane 0.000000 1.000000 -0.000000 8.991600
plane 0.998618 0.052559 -0.000000 46.991802
plane -0.998618 0.052559 -0.000000 -44.829113
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -45.364399
plane 1.000000 0.000000 -0.000000 46.583599
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.991600
plane 0.000000 1.000000 -0.000000 9.499599
plane -0.707107 0.707107 -0.000000 -25.719456
plane 0.000000 0.481919 0.876216 -64.570999
plane -0.000000 0.447214 -0.894427 75.084488
plane 0.707107 0.707107 0.000000 39.297604
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -42.849800
plane 1.000000 0.000000 -0.000000 44.170601
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 44.530071
plane -0.998618 0.052559 -0.000000 -42.370052
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -42.900600
plane 1.000000 0.000000 -0.000000 44.119801
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -23.995245
plane 0.000000 0.481919 0.876216 -64.583237
plane -0.000000 0.447214 -0.894427 75.073120
plane 0.707107 0.707107 0.000000 37.537472
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -40.411400
plane 1.000000 0.000000 -0.000000 41.732201
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 42.095043
plane -0.998618 0.052559 -0.000000 -39.935020
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -40.462200
plane 1.000000 0.000000 -0.000000 41.681400
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -22.271036
plane 0.000000 0.481919 0.876216 -64.583237
plane -0.000000 0.447214 -0.894427 75.073120
plane 0.707107 0.707107 0.000000 35.813267
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -37.566601
plane 1.000000 0.000000 -0.000000 38.887398
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.610600
plane 0.000000 1.000000 -0.000000 9.575800
plane 0.998618 0.052559 -0.000000 39.286213
plane -0.998618 0.052559 -0.000000 -37.062111
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -37.617401
plane 1.000000 0.000000 -0.000000 38.836601
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -9.575800
plane 0.000000 1.000000 -0.000000 10.083800
plane -0.707107 0.707107 -0.000000 -19.828407
plane 0.000000 0.481919 0.876216 -64.289459
plane -0.000000 0.447214 -0.894427 75.345749
plane 0.707107 0.707107 0.000000 34.232738
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -35.128201
plane 1.000000 0.000000 -0.000000 36.449001
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.610600
plane 0.000000 1.000000 -0.000000 9.575800
plane 0.998618 0.052559 -0.000000 36.851181
plane -0.998618 0.052559 -0.000000 -34.627083
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -35.179001
plane 1.000000 0.000000 -0.000000 36.398201
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -9.575800
plane 0.000000 1.000000 -0.000000 10.083800
plane -0.707107 0.707107 -0.000000 -18.104197
plane 0.000000 0.481919 0.876216 -64.289459
plane -0.000000 0.447214 -0.894427 75.345749
plane 0.707107 0.707107 0.000000 32.508530
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -32.689800
plane 1.000000 0.000000 -0.000000 34.010601
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -8.610600
plane 0.000000 1.000000 -0.000000 9.575800
plane 0.998618 0.052559 -0.000000 34.416153
plane -0.998618 0.052559 -0.000000 -32.192055
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -32.740601
plane 1.000000 0.000000 -0.000000 33.959801
plane 0.000000 0.000000 1.000000 -78.638397
plane 0.000000 0.000000 -1.000000 79.451202
plane 0.000000 -1.000000 -0.000000 -9.575800
plane 0.000000 1.000000 -0.000000 10.083800
plane -0.707107 0.707107 -0.000000 -16.379988
plane 0.000000 0.481919 0.876216 -64.289459
plane -0.000000 0.447214 -0.894427 75.345749
plane 0.707107 0.707107 0.000000 30.784317
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -25.450800
plane 1.000000 0.000000 -0.000000 26.771599
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 27.155121
plane -0.998618 0.052559 -0.000000 -24.995098
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -25.501600
plane 1.000000 0.000000 -0.000000 26.720800
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -11.692294
plane 0.000000 0.481919 0.876216 -64.405190
plane -0.000000 0.447214 -0.894427 74.891380
plane 0.707107 0.707107 0.000000 25.234520
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -27.889200
plane 1.000000 0.000000 -0.000000 29.209999
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 29.590151
plane -0.998618 0.052559 -0.000000 -27.430130
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -27.940001
plane 1.000000 0.000000 -0.000000 29.159199
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -13.416503
plane 0.000000 0.481919 0.876216 -64.405190
plane -0.000000 0.447214 -0.894427 74.891380
plane 0.707107 0.707107 0.000000 26.958731
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -30.327600
plane 1.000000 0.000000 -0.000000 31.648399
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 32.025181
plane -0.998618 0.052559 -0.000000 -29.865160
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -30.378399
plane 1.000000 0.000000 -0.000000 31.597599
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -15.140712
plane 0.000000 0.481919 0.876216 -64.405190
plane -0.000000 0.447214 -0.894427 74.891380
plane 0.707107 0.707107 0.000000 28.682940
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -18.008600
plane 1.000000 0.000000 -0.000000 19.329399
plane 0.000000 0.000000 1.000000 -78.460602
plane 0.000000 0.000000 -1.000000 79.273399
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 19.723207
plane -0.998618 0.052559 -0.000000 -17.563185
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -18.059401
plane 1.000000 0.000000 -0.000000 19.278601
plane 0.000000 0.000000 1.000000 -78.460602
plane 0.000000 0.000000 -1.000000 79.273399
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -6.429864
plane 0.000000 0.481919 0.876216 -64.427444
plane -0.000000 0.447214 -0.894427 74.914093
plane 0.707107 0.707107 0.000000 19.972092
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.497799
plane 1.000000 0.000000 -0.000000 21.818600
plane 0.000000 0.000000 1.000000 -78.460602
plane 0.000000 0.000000 -1.000000 79.273399
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 22.208967
plane -0.998618 0.052559 -0.000000 -20.048944
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.548599
plane 1.000000 0.000000 -0.000000 21.767799
plane 0.000000 0.000000 1.000000 -78.460602
plane 0.000000 0.000000 -1.000000 79.273399
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -8.189994
plane 0.000000 0.481919 0.876216 -64.427444
plane -0.000000 0.447214 -0.894427 74.914093
plane 0.707107 0.707107 0.000000 21.732222
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -22.961599
plane 1.000000 0.000000 -0.000000 24.282400
plane 0.000000 0.000000 1.000000 -78.409798
plane 0.000000 0.000000 -1.000000 79.222603
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 24.669361
plane -0.998618 0.052559 -0.000000 -22.509338
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -23.012400
plane 1.000000 0.000000 -0.000000 24.231600
plane 0.000000 0.000000 1.000000 -78.409798
plane 0.000000 0.000000 -1.000000 79.222603
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
plane -0.707107 0.707107 -0.000000 -9.932163
plane 0.000000 0.481919 0.876216 -64.382935
plane -0.000000 0.447214 -0.894427 74.868660
plane 0.707107 0.707107 0.000000 23.474390
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.595600
plane 1.000000 0.000000 -0.000000 16.916399
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.000999
plane 0.000000 1.000000 -0.000000 8.966200
plane 0.998618 0.052559 -0.000000 17.313541
plane -0.998618 0.052559 -0.000000 -15.153522
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.646399
plane 1.000000 0.000000 -0.000000 16.865601
plane 0.000000 0.000000 1.000000 -78.435196
plane 0.000000 0.000000 -1.000000 79.248001
plane 0.000000 -1.000000 -0.000000 -8.966200
plane 0.000000 1.000000 -0.000000 9.474200
